#, time, Left, Right, Bottle, Bottle Amount, Sleep time, wet, solid, Pump Amount 
1293, 09/30/15 21:46:34, 15:0, 0:0, 0:0, 
1294, 10/01/15 00:06:48, 0:0, 19:27, 0:0, 
1295, 10/01/15 04:03:03, 15:0, 0:0, 0:0, 
1296, 10/01/15 06:33:48, 0:0, 15:0, 0:0, 
1297, 10/01/15 08:27:25, 15:0, 0:0, 0:0, 
1298, 10/01/15 11:17:08, 21:11, 0:0, 0:0, 
1299, 10/01/15 12:44:14, 0:0, 1:2, 0:0, 
1300, 10/01/15 14:38:14, 0:0, 0:0, Bottle-Pump, 2.5oz
1301, 10/01/15 17:01:32, 10:0, 5:0, 0:0, 
1302, 10/01/15 20:53:43, 0:1, 26:52, 0:0, 
1303, 10/01/15 23:18:51, 11:23, 11:6, 0:0, 
1304, 10/02/15 02:03:51, 15:0, 13:0, 0:0, 
1305, 10/02/15 04:29:28, 9:40, 0:0, 0:0, 
1306, 10/02/15 06:46:44, 0:0, 13:17, 0:0, 
1307, 10/02/15 07:13:36, 15:0, 0:0, 0:0, 
1308, 10/02/15 09:38:25, 0:0, 11:35, 0:0, 
1309, 10/02/15 12:12:17, 10:0, 10:0, 0:0, 
1310, 10/02/15 13:16:00, 0:0, 15:0, 0:0, 
1311, 10/02/15 15:50:00, 0:0, 0:0, Bottle-Pump, 3.5oz
1312, 10/02/15 17:11:00, 0:0, 0:0, Bottle-Pump, 3.5oz
1313, 10/02/15 20:15:45, 0:0, 15:0, 0:0, 
1314, 10/02/15 22:18:35, 13:32, 0:0, 0:0, 
1315, 10/03/15 01:17:19, 0:0, 26:44, 0:0, 
1316, 10/03/15 03:19:57, 7:29, 7:25, 0:0, 
1317, 10/03/15 05:53:27, 0:0, 8:21, 0:0, 
1318, 10/03/15 08:20:24, 20:30, 3:26, 0:0, 
1319, 10/03/15 10:04:24, 0:0, 12:20, 0:0, 
1320, 10/03/15 12:46:05, 13:37, 0:0, 0:0, 
1321, 10/03/15 16:05:29, 6:37, 19:46, 0:0, 
1322, 10/03/15 18:39:35, 9:30, 0:0, 0:0, 
1323, 10/03/15 20:59:47, 12:15, 5:44, 0:0, 
1324, 10/03/15 23:09:06, 8:2, 9:17, 0:0, 
1325, 10/04/15 03:24:28, 22:51, 0:0, 0:0, 
1326, 10/04/15 05:44:51, 0:0, 15:0, 0:0, 
1327, 10/04/15 08:01:22, 0:0, 15:0, 0:0, 
1328, 10/04/15 10:22:33, 8:9, 7:33, 0:0, 
1329, 10/04/15 12:14:21, 15:0, 0:0, 0:0, 
1330, 10/04/15 13:22:58, 0:0, 16:16, 0:0, 
1331, 10/04/15 15:39:10, 32:26, 0:0, 0:0, 
1332, 10/04/15 17:48:07, 11:51, 10:35, 0:0, 
1333, 10/04/15 19:43:53, 17:5, 1:50, 0:0, 
1334, 10/04/15 21:15:00, 0:0, 0:0, Bottle-Pump, 4.5oz
1335, 10/04/15 23:32:00, 0:0, 0:0, Bottle-Pump, 4.5oz
1336, 10/05/15 00:51:17, 15:5, 0:0, 0:0, 
1337, 10/05/15 02:07:12, 0:0, 27:34, 0:0, 
1338, 10/05/15 02:58:12, 10:31, 0:0, 0:0, 
1339, 10/05/15 06:09:00, 0:0, 15:0, 0:0, 
1340, 10/05/15 07:31:19, 15:0, 0:0, 0:0, 
1341, 10/05/15 10:12:37, 0:0, 15:0, 0:0, 
1342, 10/05/15 11:24:09, 15:0, 15:0, 0:0, 
1343, 10/05/15 13:58:51, 5:35, 0:0, 0:0, 
1344, 10/05/15 15:14:15, 0:0, 15:0, 0:0, 
1345, 10/05/15 16:44:57, 11:10, 0:0, 0:0, 
1346, 10/05/15 18:25:07, 11:8, 0:0, 0:0, 
1347, 10/05/15 21:12:19, 0:0, 8:0, 0:0, 
1348, 10/05/15 22:28:36, 0:0, 0:0, Bottle-Pump, 3.5oz
1349, 10/06/15 00:25:48, 12:16, 22:16, 0:0, 
1350, 10/06/15 02:12:39, 0:0, 19:9, 0:0, 
1351, 10/06/15 08:10:02, 15:16, 0:0, 0:0, 
1352, 10/06/15 09:36:15, 0:0, 15:2, 0:0, 
1353, 10/06/15 12:21:11, 0:0, 15:0, 0:0, 
1354, 10/06/15 14:54:58, 16:54, 0:0, 0:0, 
1355, 10/06/15 17:14:08, 0:0, 13:6, 0:0, 
1356, 10/06/15 19:05:38, 10:54, 4:42, 0:0, 
1357, 10/06/15 21:11:00, 10:0, 10:0, 0:0, 
1358, 10/06/15 23:23:03, 12:12, 6:46, 0:0, 
1359, 10/07/15 00:54:56, 15:0, 13:0, 0:0, 
1360, 10/07/15 03:11:32, 8:31, 4:37, 0:0, 
1361, 10/07/15 07:47:29, 0:0, 19:5, 0:0, 
1362, 10/07/15 10:16:25, 15:0, 0:0, 0:0, 
1363, 10/07/15 11:41:14, 0:0, 15:0, 0:0, 
1364, 10/07/15 14:29:02, 0:0, 20:0, 0:0, 
1365, 10/07/15 17:27:52, 10:13, 17:24, 0:0, 
1366, 10/07/15 19:25:20, 10:0, 15:0, 0:0, 
1367, 10/07/15 21:07:36, 103:23, 0:0, 0:0, 
1368, 10/07/15 22:54:21, 19:58, 10:20, 0:0, 
1369, 10/08/15 00:42:17, 92:55, 0:0, 0:0, 
1370, 10/08/15 02:41:18, 0:0, 14:53, 0:0, 
1371, 10/08/15 05:36:48, 0:0, 14:10, 0:0, 
1372, 10/08/15 07:10:45, 20:53, 0:0, 0:0, 
1373, 10/08/15 08:44:50, 0:0, 7:20, 0:0, 
1374, 10/08/15 10:14:57, 10:14, 0:0, 0:0, 
1375, 10/08/15 12:11:44, 0:0, 33:7, 0:0, 
1376, 10/08/15 15:12:10, 13:0, 10:0, 0:0, 
1377, 10/08/15 16:39:31, 0:0, 0:0, Bottle-Pump, 1oz
1378, 10/08/15 19:53:51, 5:59, 12:14, 0:0, 
1379, 10/08/15 22:13:51, 13:0, 15:0, 0:0, 
1380, 10/09/15 00:49:34, 0:0, 18:54, 0:0, 
1381, 10/09/15 01:31:43, 23:24, 0:0, 0:0, 
1382, 10/09/15 02:00:00, 0:0, 15:0, 0:0, 
1383, 10/09/15 02:30:00, 15:0, 0:0, 0:0, 
1384, 10/09/15 04:17:11, 39:47, 0:0, 0:0, 
1385, 10/09/15 04:58:54, 0:0, 16:9, 0:0, 
1386, 10/09/15 06:41:52, 10:12, 0:0, 0:0, 
1387, 10/09/15 07:44:07, 0:0, 79:47, 0:0, 
1388, 10/09/15 09:05:13, 26:54, 0:0, 0:0, 
1389, 10/09/15 12:39:00, 0:0, 0:0, Bottle-Pump, 3oz
1390, 10/09/15 13:44:45, 15:0, 0:0, 0:0, 
1391, 10/09/15 17:40:02, 0:0, 11:52, 0:0, 
1392, 10/09/15 19:56:57, 15:0, 0:0, 0:0, 
1393, 10/09/15 21:32:25, 0:0, 19:7, 0:0, 
1394, 10/10/15 00:25:54, 18:0, 10:0, 0:0, 
1395, 10/10/15 02:38:00, 8:0, 8:0, 0:0, 
1396, 10/10/15 07:37:02, 0:0, 12:50, 0:0, 
1397, 10/10/15 09:56:35, 81:59, 0:0, 0:0, 
1398, 10/10/15 11:22:04, 16:39, 10:8, 0:0, 
1399, 10/10/15 13:33:58, 5:43, 0:0, 0:0, 
1400, 10/10/15 17:23:48, 10:0, 13:0, 0:0, 
1401, 10/10/15 18:39:53, 15:0, 0:0, 0:0, 
1402, 10/10/15 21:29:13, 0:0, 27:22, 0:0, 
1403, 10/11/15 01:17:00, 35:49, 0:0, 0:0, 
1404, 10/11/15 04:11:28, 0:0, 34:59, 0:0, 
1405, 10/11/15 06:37:04, 15:0, 0:0, 0:0, 
1406, 10/11/15 08:30:50, 0:0, 37:10, 0:0, 
1407, 10/11/15 10:25:56, 15:0, 0:0, 0:0, 
1408, 10/11/15 11:33:16, 0:0, 15:0, 0:0, 
1409, 10/11/15 14:13:17, 0:0, 15:0, 0:0, 
1410, 10/11/15 16:58:23, 14:0, 10:0, 0:0, 
1411, 10/11/15 18:31:52, 0:0, 10:0, 0:0, 
1412, 10/11/15 19:00:00, 10:0, 0:0, 0:0, 
1413, 10/11/15 21:45:25, 0:0, 28:10, 0:0, 
1414, 10/11/15 23:51:25, 13:25, 0:0, 0:0, 
1415, 10/12/15 01:58:06, 0:0, 22:23, 0:0, 
1416, 10/12/15 03:00:00, 15:0, 0:0, 0:0, 
1417, 10/12/15 05:55:31, 0:3, 0:0, 0:0, 
1418, 10/12/15 07:24:17, 0:0, 90:15, 0:0, 
1419, 10/12/15 08:54:35, 8:26, 0:0, 0:0, 
1420, 10/12/15 09:16:44, 0:0, 98:36, 0:0, 
1421, 10/12/15 10:56:05, 91:52, 0:0, 0:0, 
1422, 10/12/15 13:46:58, 18:7, 0:0, 0:0, 
1423, 10/12/15 16:39:48, 10:0, 8:0, 0:0, 
1424, 10/12/15 18:53:20, 9:0, 4:0, 0:0, 
1425, 10/12/15 21:00:00, 0:0, 0:0, Bottle-Pump, 3oz
1426, 10/12/15 22:31:50, 0:0, 15:0, 0:0, 
1427, 10/13/15 01:03:20, 12:4, 0:0, 0:0, 
1428, 10/13/15 03:14:00, 0:0, 0:0, Bottle-Pump, 3oz
1429, 10/13/15 04:17:11, 0:0, 27:25, 0:0, 
1430, 10/13/15 05:56:45, 15:0, 0:0, 0:0, 
1431, 10/13/15 07:45:04, 0:0, 15:0, 0:0, 
1432, 10/13/15 10:14:27, 15:0, 0:0, 0:0, 
1433, 10/13/15 11:42:27, 39:7, 0:0, 0:0, 
1434, 10/13/15 12:23:40, 0:0, 10:58, 0:0, 
1435, 10/13/15 14:59:59, 8:49, 8:43, 0:0, 
1436, 10/13/15 18:25:36, 0:0, 15:0, 0:0, 
1437, 10/13/15 19:37:57, 12:39, 0:0, 0:0, 
1438, 10/13/15 21:25:00, 0:0, 15:29, 0:0, 
1439, 10/14/15 00:05:39, 12:0, 10:0, 0:0, 
1440, 10/14/15 01:37:44, 5:0, 8:0, 0:0, 
1441, 10/14/15 02:00:00, 0:0, 0:0, Bottle-Pump, 2oz
1442, 10/14/15 06:13:48, 103:44, 0:0, 0:0, 
1443, 10/14/15 07:58:22, 0:0, 7:9, 0:0, 
1444, 10/14/15 08:36:33, 2:23, 0:0, 0:0, 
1445, 10/14/15 10:46:14, 0:0, 79:51, 0:0, 
1446, 10/14/15 13:14:56, 0:0, 63:24, 0:0, 
1447, 10/14/15 15:56:33, 22:49, 0:0, 0:0, 
1448, 10/14/15 18:06:05, 0:0, 22:45, 0:0, 
1449, 10/14/15 21:12:51, 11:13, 8:7, 0:0, 
1450, 10/15/15 00:17:40, 13:50, 0:0, 0:0, 
1451, 10/15/15 01:40:32, 0:0, 16:49, 0:0, 
1452, 10/15/15 04:45:00, 0:0, 0:0, Bottle-Pump, 4oz
1453, 10/15/15 07:34:04, 10:45, 0:0, 0:0, 
1454, 10/15/15 09:46:21, 0:0, 27:39, 0:0, 
1455, 10/15/15 12:52:35, 0:0, 15:0, 0:0, 
1456, 10/15/15 16:57:50, 120:27, 0:0, 0:0, 
1457, 10/15/15 19:38:20, 0:0, 8:11, 0:0, 
1458, 10/15/15 21:51:43, 11:12, 0:0, 0:0, 
1459, 10/16/15 00:12:05, 7:0, 21:0, 0:0, 
1460, 10/16/15 02:09:18, 25:21, 0:0, 0:0, 
1461, 10/16/15 06:46:37, 0:0, 10:24, 0:0, 
1462, 10/16/15 08:38:18, 18:6, 0:0, 0:0, 
1463, 10/16/15 10:10:51, 0:0, 19:6, 0:0, 
1464, 10/16/15 12:45:22, 15:28, 0:0, 0:0, 
1465, 10/16/15 15:51:26, 4:59, 9:7, 0:0, 
1466, 10/16/15 18:55:18, 5:0, 0:0, 0:0, 
1467, 10/16/15 19:19:44, 5:0, 3:0, 0:0, 
1468, 10/16/15 20:28:07, 0:0, 15:0, 0:0, 
1469, 10/16/15 23:01:14, 19:10, 10:40, 0:0, 
1470, 10/17/15 01:08:05, 4:0, 0:0, 0:0, 
1471, 10/17/15 01:32:17, 10:0, 0:0, 0:0, 
1472, 10/17/15 02:44:26, 0:0, 15:0, 0:0, 
1473, 10/17/15 05:45:00, 0:0, 0:0, Bottle-Pump, 3oz
1474, 10/17/15 08:16:47, 15:49, 0:0, 0:0, 
1475, 10/17/15 12:04:19, 8:51, 0:0, 0:0, 
1476, 10/17/15 14:59:26, 0:0, 15:0, 0:0, 
1477, 10/17/15 17:45:00, 0:0, 5:0, 0:0, 
1478, 10/17/15 19:30:00, 10:0, 0:0, 0:0, 
1479, 10/17/15 22:45:00, 8:0, 14:0, 0:0, 
1480, 10/18/15 01:42:21, 14:7, 3:33, 0:0, 
1481, 10/18/15 05:06:15, 0:0, 23:5, 0:0, 
1482, 10/18/15 07:04:08, 16:56, 0:0, 0:0, 
1483, 10/18/15 09:31:08, 0:0, 10:11, 0:0, 
1484, 10/18/15 13:54:23, 0:0, 18:10, 0:0, 
1485, 10/18/15 16:00:00, 12:51, 1:47, 0:0, 
1486, 10/18/15 18:39:05, 0:0, 21:3, 0:0, 
1487, 10/18/15 20:27:52, 15:1, 0:0, 0:0, 
1488, 10/18/15 21:38:42, 11:47, 16:38, 0:0, 
1489, 10/19/15 00:06:09, 14:59, 11:39, 0:0, 
1490, 10/19/15 03:30:00, 0:0, 0:0, Bottle-Pump, 4.5oz
1491, 10/19/15 05:53:43, 0:0, 9:43, 0:0, 
1492, 10/19/15 07:06:40, 10:46, 0:0, 0:0, 
1493, 10/19/15 08:26:10, 4:58, 4:53, 0:0, 
1494, 10/19/15 09:52:02, 15:0, 0:0, 0:0, 
1495, 10/19/15 11:31:51, 0:0, 15:0, 0:0, 
1496, 10/19/15 13:02:36, 0:0, 10:0, 0:0, 
1497, 10/19/15 15:37:00, 10:0, 3:0, 0:0, 
1498, 10/19/15 17:26:38, 0:0, 10:8, 0:0, 
1499, 10/19/15 19:50:00, 12:54, 5:53, 0:0, 
1500, 10/19/15 21:52:50, 7:11, 13:28, 0:0, 
1501, 10/20/15 00:38:55, 15:0, 0:0, 0:0, 
1502, 10/20/15 05:00:00, 0:0, 0:0, Bottle-Pump, 6oz
1503, 10/20/15 05:56:26, 0:0, 21:31, 0:0, 
1504, 10/20/15 08:17:56, 15:0, 0:0, 0:0, 
1505, 10/20/15 09:46:23, 0:0, 15:0, 0:0, 
1506, 10/20/15 13:36:37, 0:0, 18:28, 0:0, 
1507, 10/20/15 15:31:37, 11:25, 0:0, 0:0, 
1508, 10/20/15 18:08:54, 0:0, 12:24, 0:0, 
1509, 10/20/15 20:37:41, 15:0, 0:0, 0:0, 
1510, 10/20/15 23:38:16, 10:11, 22:12, 0:0, 
1511, 10/21/15 02:12:03, 23:11, 0:0, 0:0, 
1512, 10/21/15 06:30:00, 0:0, 15:0, 0:0, 
1513, 10/21/15 07:50:03, 7:47, 0:0, 0:0, 
1514, 10/21/15 09:48:00, 0:0, 15:0, 0:0, 
1515, 10/21/15 12:13:01, 0:0, 15:0, 0:0, 
1516, 10/21/15 14:36:20, 8:0, 5:0, 0:0, 
1517, 10/21/15 17:14:36, 5:0, 17:0, 0:0, 
1518, 10/21/15 19:46:40, 14:52, 0:0, 0:0, 
1519, 10/21/15 20:45:25, 0:0, 11:35, 0:0, 
1520, 10/21/15 22:17:36, 15:0, 0:0, 0:0, 
1521, 10/22/15 00:24:47, 13:57, 22:18, 0:0, 
1522, 10/22/15 03:44:14, 15:0, 0:0, 0:0, 
1523, 10/22/15 06:08:35, 0:0, 15:0, 0:0, 
1524, 10/22/15 08:58:40, 15:0, 0:0, 0:0, 
1525, 10/22/15 12:48:41, 15:0, 0:0, 0:0, 
1526, 10/22/15 13:59:44, 0:0, 13:10, 0:0, 
1527, 10/22/15 16:41:23, 15:0, 0:0, 0:0, 
1528, 10/22/15 18:46:01, 0:0, 15:28, 0:0, 
1529, 10/22/15 20:35:18, 15:58, 0:0, 0:0, 
1530, 10/22/15 22:50:58, 0:0, 14:49, 0:0, 
1531, 10/23/15 00:51:51, 20:0, 0:0, 0:0, 
1532, 10/23/15 03:03:13, 0:0, 10:2, 0:0, 
1533, 10/23/15 05:33:03, 8:0, 0:0, 0:0, 
1534, 10/23/15 07:20:28, 0:0, 24:56, 0:0, 
1535, 10/23/15 09:08:20, 8:31, 0:0, 0:0, 
1536, 10/23/15 10:42:26, 0:0, 7:5, 0:0, 
1537, 10/23/15 13:02:42, 0:0, 15:0, 0:0, 
1538, 10/23/15 16:35:34, 8:6, 0:27, 0:0, 
1539, 10/23/15 17:10:02, 0:0, 6:10, 0:0, 
1540, 10/23/15 19:29:07, 15:0, 0:0, 0:0, 
1541, 10/23/15 20:35:46, 0:0, 15:0, 0:0, 
1542, 10/23/15 22:06:16, 21:0, 0:0, 0:0, 
1543, 10/24/15 00:27:08, 0:0, 29:29, 0:0, 
1544, 10/24/15 02:09:30, 22:30, 0:0, 0:0, 
1545, 10/24/15 06:06:33, 9:47, 0:0, 0:0, 
1546, 10/24/15 07:41:54, 0:0, 15:0, 0:0, 
1547, 10/24/15 09:58:01, 10:4, 0:0, 0:0, 
1548, 10/24/15 11:54:18, 0:0, 15:0, 0:0, 
1549, 10/24/15 13:38:45, 0:3, 16:12, 0:0, 
1550, 10/24/15 15:34:01, 9:53, 0:0, 0:0, 
1551, 10/24/15 17:00:23, 0:0, 18:49, 0:0, 
1552, 10/24/15 19:51:39, 21:4, 9:44, 0:0, 
1554, 10/24/15 23:39:03, 9:46, 1:0, 0:0, 
1555, 10/25/15 01:52:01, 10:0, 7:0, 0:0, 
1556, 10/25/15 05:06:54, 15:0, 0:0, 0:0, 
1557, 10/25/15 07:31:03, 0:0, 15:36, 0:0, 
1558, 10/25/15 09:03:39, 8:27, 0:0, 0:0, 
1559, 10/25/15 11:20:27, 0:0, 12:30, 0:0, 
1560, 10/25/15 12:49:52, 7:15, 0:0, 0:0, 
1561, 10/25/15 16:24:22, 18:12, 0:0, 0:0, 
1562, 10/25/15 19:11:11, 0:0, 15:0, 0:0, 
1563, 10/25/15 21:11:36, 14:44, 0:0, 0:0, 
1564, 10/25/15 22:50:19, 5:2, 7:40, 0:0, 
1565, 10/26/15 00:55:39, 16:25, 0:0, 0:0, 
1566, 10/26/15 01:45:02, 0:0, 10:18, 0:0, 
1567, 10/26/15 05:35:35, 15:0, 0:0, 0:0, 
1568, 10/26/15 07:08:23, 0:0, 8:38, 0:0, 
1569, 10/26/15 08:45:00, 15:0, 0:0, 0:0, 
1570, 10/26/15 10:30:41, 0:0, 15:0, 0:0, 
1571, 10/26/15 13:13:26, 0:0, 10:53, 0:0, 
1572, 10/26/15 16:03:56, 13:16, 0:0, 0:0, 
1573, 10/26/15 17:29:30, 0:0, 12:13, 0:0, 
1574, 10/26/15 20:28:24, 0:0, 0:0, Bottle-Pump, 2oz
1575, 10/26/15 21:25:56, 12:12, 0:0, 0:0, 
1576, 10/26/15 23:43:49, 11:23, 16:4, 0:0, 
1577, 10/27/15 01:52:41, 18:16, 0:0, 0:0, 
1578, 10/27/15 02:50:14, 0:0, 7:43, 0:0, 
1579, 10/27/15 04:47:21, 9:50, 0:0, 0:0, 
1580, 10/27/15 06:21:42, 0:0, 15:15, 0:0, 
1581, 10/27/15 07:46:34, 13:50, 0:0, 0:0, 
1582, 10/27/15 09:23:07, 0:0, 35:15, 0:0, 
1583, 10/27/15 11:18:03, 13:43, 0:0, 0:0, 
1584, 10/27/15 12:25:39, 0:0, 10:29, 0:0, 
1585, 10/27/15 14:35:48, 0:0, 15:41, 0:0, 
1586, 10/27/15 16:21:28, 22:4, 0:0, 0:0, 
1587, 10/27/15 18:13:51, 0:0, 7:28, 0:0, 
1588, 10/27/15 20:11:44, 15:55, 5:0, 0:0, 
1589, 10/27/15 21:58:51, 0:0, 7:38, 0:0, 
1590, 10/27/15 23:29:16, 8:53, 0:0, 0:0, 
1591, 10/28/15 01:11:26, 8:0, 10:0, 0:0, 
1592, 10/28/15 06:37:55, 21:23, 0:0, 0:0, 
1593, 10/28/15 08:09:13, 0:0, 10:57, 0:0, 
1594, 10/28/15 10:22:13, 10:15, 0:0, 0:0, 
1595, 10/28/15 12:15:00, 15:0, 0:0, 0:0, 
1596, 10/28/15 15:21:47, 6:17, 7:14, 0:0, 
1597, 10/28/15 16:49:19, 15:0, 0:0, 0:0, 
1598, 10/28/15 19:33:31, 10:0, 11:0, 0:0, 
1599, 10/28/15 21:23:32, 0:0, 13:9, 0:0, 
1600, 10/28/15 22:16:10, 12:21, 0:0, 0:0, 
1601, 10/29/15 00:40:03, 10:0, 10:0, 0:0, 
1602, 10/29/15 05:29:34, 13:54, 0:0, 0:0, 
1603, 10/29/15 07:56:56, 0:0, 42:51, 0:0, 
1604, 10/29/15 09:53:58, 9:20, 0:0, 0:0, 
1605, 10/29/15 12:32:47, 19:54, 0:0, 0:0, 
1606, 10/29/15 15:02:00, 0:0, 0:0, Bottle-Pump, 2oz
1607, 10/29/15 16:03:48, 0:0, 15:0, 0:0, 
1608, 10/29/15 19:17:29, 11:32, 5:0, 0:0, 
1609, 10/29/15 22:24:12, 0:0, 20:54, 0:0, 
1610, 10/30/15 00:47:55, 23:14, 0:0, 0:0, 
1611, 10/30/15 01:44:45, 0:0, 18:32, 0:0, 
1612, 10/30/15 04:46:48, 17:49, 0:0, 0:0, 
1613, 10/30/15 07:17:49, 0:0, 16:47, 0:0, 
1614, 10/30/15 09:04:00, 15:0, 0:0, 0:0, 
1615, 10/30/15 10:27:09, 0:0, 11:24, 0:0, 
1616, 10/30/15 13:40:35, 0:0, 10:11, 0:0, 
1617, 10/30/15 16:18:41, 8:24, 17:6, 0:0, 
1618, 10/30/15 18:43:44, 8:45, 9:45, 0:0, 
1619, 10/30/15 22:04:17, 18:18, 0:0, 0:0, 
1620, 10/31/15 00:01:05, 5:25, 17:6, 0:0, 
1621, 10/31/15 01:56:13, 8:19, 10:45, 0:0, 
1622, 10/31/15 04:12:03, 0:0, 79:53, 0:0, 
1623, 10/31/15 06:32:04, 29:59, 0:0, 0:0, 
1624, 10/31/15 08:20:28, 0:0, 15:0, 0:0, 
1625, 10/31/15 10:45:46, 16:53, 0:0, 0:0, 
1626, 10/31/15 13:37:00, 20:0, 0:0, 0:0, 
1627, 10/31/15 15:55:26, 0:0, 20:30, 0:0, 
1628, 10/31/15 18:24:32, 15:0, 0:0, 0:0, 
1629, 10/31/15 20:04:55, 4:0, 8:0, 0:0, 
1630, 10/31/15 21:42:52, 7:10, 0:0, 0:0, 
1631, 10/31/15 23:22:40, 5:3, 16:3, 0:0, 
1632, 11/01/15 00:37:32, 6:41, 0:0, 0:0, 
1633, 11/01/15 01:43:39, 0:0, 10:4, 0:0, 
1634, 11/01/15 02:36:12, 15:0, 0:0, 0:0, 
1635, 11/01/15 04:51:38, 0:0, 8:23, 0:0, 
1636, 11/01/15 06:21:18, 20:1, 0:0, 0:0, 
1637, 11/01/15 09:03:20, 0:0, 15:0, 0:0, 
1638, 11/01/15 11:03:19, 15:0, 0:0, 0:0, 
1639, 11/01/15 14:16:27, 15:0, 0:0, 0:0, 
1640, 11/01/15 15:51:41, 0:0, 6:34, 0:0, 
1641, 11/01/15 17:27:11, 23:46, 0:0, 0:0, 
1642, 11/01/15 19:57:14, 0:0, 12:9, 0:0, 
1643, 11/01/15 21:55:06, 18:42, 0:0, 0:0, 
1644, 11/02/15 00:23:38, 0:0, 25:44, 0:0, 
1645, 11/02/15 03:59:20, 14:2, 0:0, 0:0, 
1646, 11/02/15 05:31:53, 8:0, 9:0, 0:0, 
1647, 11/02/15 07:26:31, 19:31, 0:0, 0:0, 
1648, 11/02/15 08:51:20, 0:0, 15:0, 0:0, 
1649, 11/02/15 09:55:00, 8:8, 0:0, 0:0, 
1650, 11/02/15 12:45:00, 22:25, 0:0, 0:0, 
1651, 11/02/15 15:20:36, 0:0, 11:38, 0:0, 
1652, 11/02/15 17:07:55, 9:35, 0:0, 0:0, 
1653, 11/02/15 19:35:03, 15:40, 9:7, 0:0, 
1654, 11/02/15 21:44:31, 8:0, 0:0, 0:0, 
1655, 11/02/15 23:00:00, 0:0, 0:0, Bottle-Pump, 3.5oz
1656, 11/03/15 00:17:26, 16:38, 13:47, 0:0, 
1657, 11/03/15 02:28:55, 19:19, 0:0, 0:0, 
1658, 11/03/15 05:02:07, 0:0, 15:0, 0:0, 
1659, 11/03/15 07:45:23, 7:7, 0:0, 0:0, 
1660, 11/03/15 09:03:18, 0:0, 12:42, 0:0, 
1661, 11/03/15 10:59:23, 15:0, 0:0, 0:0, 
1662, 11/03/15 12:52:24, 9:22, 0:0, 0:0, 
1663, 11/03/15 15:00:16, 0:0, 15:29, 0:0, 
1664, 11/03/15 16:45:34, 8:19, 0:59, 0:0, 
1665, 11/03/15 17:19:29, 0:0, 3:58, 0:0, 
1666, 11/03/15 18:39:25, 7:50, 0:0, 0:0, 
1667, 11/03/15 21:11:30, 64:23, 9:21, 0:0, 
1668, 11/03/15 23:23:16, 13:53, 0:0, 0:0, 
1669, 11/04/15 01:12:08, 10:12, 17:41, 0:0, 
1670, 11/04/15 05:45:00, 0:0, 0:0, Bottle-Pump, 3.5oz
1671, 11/04/15 06:55:27, 11:20, 0:0, 0:0, 
1672, 11/04/15 09:32:25, 0:0, 12:39, 0:0, 
1673, 11/04/15 11:01:50, 19:21, 0:0, 0:0, 
1674, 11/04/15 13:12:17, 13:23, 0:0, 0:0, 
1675, 11/04/15 15:57:31, 6:53, 10:14, 0:0, 
1676, 11/04/15 19:08:39, 5:22, 7:9, 0:0, 
1677, 11/04/15 20:48:57, 0:0, 10:0, 0:0, 
1678, 11/04/15 22:37:09, 7:0, 0:0, 0:0, 
1679, 11/04/15 23:31:01, 2:10, 4:46, 0:0, 
1680, 11/05/15 00:44:01, 14:20, 17:19, 0:0, 
1681, 11/05/15 07:03:17, 0:0, 22:5, 0:0, 
1682, 11/05/15 09:22:56, 18:4, 0:0, 0:0, 
1683, 11/05/15 11:47:13, 0:0, 19:30, 0:0, 
1684, 11/05/15 14:18:12, 0:0, 15:0, 0:0, 
1685, 11/05/15 16:55:31, 8:50, 0:0, 0:0, 
1686, 11/05/15 18:04:39, 0:0, 5:25, 0:0, 
1687, 11/05/15 19:54:00, 0:0, 0:0, Bottle-Pump, 3oz
1688, 11/05/15 21:41:00, 18:0, 0:0, 0:0, 
1689, 11/05/15 23:13:02, 0:0, 25:16, 0:0, 
1690, 11/06/15 01:03:11, 9:59, 10:2, 0:0, 
1691, 11/06/15 07:44:59, 15:0, 0:0, 0:0, 
1692, 11/06/15 09:58:39, 0:0, 8:3, 0:0, 
1693, 11/06/15 11:09:30, 6:6, 0:0, 0:0, 
1694, 11/06/15 12:39:06, 10:0, 0:0, 0:0, 
1695, 11/06/15 16:10:43, 0:0, 15:0, 0:0, 
1696, 11/06/15 18:56:00, 4:0, 0:0, 0:0, 
1697, 11/06/15 20:42:13, 0:0, 11:1, 0:0, 
1698, 11/06/15 22:46:28, 0:0, 0:0, Bottle-Pump, 3oz
1699, 11/06/15 22:54:04, 15:0, 0:0, 0:0, 
1700, 11/07/15 00:35:00, 0:0, 9:0, 0:0, 
1701, 11/07/15 02:46:52, 121:56, 0:0, 0:0, 
1702, 11/07/15 04:49:26, 10:16, 10:14, 0:0, 
1703, 11/07/15 08:00:35, 20:27, 0:0, 0:0, 
1704, 11/07/15 09:30:24, 0:0, 6:8, 0:0, 
1705, 11/07/15 11:23:53, 6:16, 0:0, 0:0, 
1706, 11/07/15 15:00:13, 0:0, 15:0, 0:0, 
1707, 11/07/15 17:02:50, 21:6, 0:0, 0:0, 
1708, 11/07/15 18:41:02, 0:0, 15:0, 0:0, 
1709, 11/07/15 19:23:55, 19:21, 0:0, 0:0, 
1710, 11/07/15 21:03:48, 6:9, 6:30, 0:0, 
