#, time, Left, Right, Bottle, Bottle Amount, Sleep time, wet, solid, Pump Amount 
1, 06/21/15 01:17:09, 0:0, 1:18, 0:0, 
2, 06/21/15 02:00:39, 7:31, 0:0, 0:0, 
3, 06/21/15 02:37:57, 14:3, 0:0, 0:0, 
4, 06/21/15 05:23:55, 0:0, 20:0, 0:0, 
5, 06/21/15 05:47:59, 22:11, 0:0, 0:0, 
6, 06/21/15 06:24:35, 0:0, 15:50, 0:0, 
7, 06/21/15 07:50:08, 13:37, 0:0, 0:0, 
8, 06/21/15 08:44:12, 0:0, 9:40, 0:0, 
9, 06/21/15 09:48:26, 0:0, 16:27, 0:0, 
10, 06/21/15 10:46:21, 18:41, 0:0, 0:0, 
11, 06/21/15 11:13:51, 20:0, 0:0, 0:0, 
12, 06/21/15 11:58:37, 0:0, 20:0, 0:0, 
13, 06/21/15 15:05:44, 15:0, 7:0, 0:0, 
14, 06/21/15 16:30:33, 0:0, 12:0, 0:0, 
15, 06/21/15 18:12:37, 29:52, 0:0, 0:0, 
16, 06/21/15 21:31:23, 0:0, 15:0, 0:0, 
17, 06/21/15 23:14:22, 40:55, 0:0, 0:0, 
18, 06/21/15 23:59:14, 0:0, 16:50, 0:0, 
19, 06/22/15 01:30:31, 0:0, 13:40, 0:0, 
20, 06/22/15 01:53:45, 8:41, 0:0, 0:0, 
21, 06/22/15 02:55:56, 11:37, 0:0, 0:0, 
22, 06/22/15 03:18:23, 13:45, 0:0, 0:0, 
23, 06/22/15 04:02:48, 0:0, 18:40, 0:0, 
24, 06/22/15 06:38:09, 25:25, 0:0, 0:0, 
25, 06/22/15 07:33:03, 0:0, 20:0, 0:0, 
26, 06/22/15 09:12:34, 12:3, 0:0, 0:0, 
27, 06/22/15 09:32:06, 0:0, 14:43, 0:0, 
28, 06/22/15 10:11:36, 7:0, 15:0, 0:0, 
29, 06/22/15 11:07:19, 13:21, 0:0, 0:0, 
30, 06/22/15 12:22:05, 15:0, 0:0, 0:0, 
31, 06/22/15 13:38:40, 0:0, 21:56, 0:0, 
32, 06/22/15 15:00:42, 12:0, 0:0, 0:0, 
33, 06/22/15 16:27:02, 0:0, 15:0, 0:0, 
34, 06/22/15 17:42:17, 15:0, 0:0, 0:0, 
35, 06/22/15 18:53:32, 0:0, 23:31, 0:0, 
36, 06/22/15 21:14:43, 40:33, 0:0, 0:0, 
37, 06/22/15 22:27:36, 0:0, 8:42, 0:0, 
38, 06/22/15 23:41:42, 15:0, 0:0, 0:0, 
39, 06/23/15 00:21:07, 0:0, 20:0, 0:0, 
40, 06/23/15 01:53:00, 0:0, 15:0, 0:0, 
41, 06/23/15 05:00:55, 22:29, 0:0, 0:0, 
42, 06/23/15 06:09:07, 0:0, 39:11, 0:0, 
43, 06/23/15 07:52:03, 14:57, 0:0, 0:0, 
44, 06/23/15 08:13:37, 0:0, 8:0, 0:0, 
45, 06/23/15 08:44:04, 0:0, 13:55, 0:0, 
46, 06/23/15 09:50:53, 18:4, 0:0, 0:0, 
47, 06/23/15 13:00:00, 0:0, 20:0, 0:0, 
48, 06/23/15 14:57:40, 19:17, 0:0, 0:0, 
49, 06/23/15 16:00:43, 0:0, 10:30, 0:0, 
50, 06/23/15 17:15:00, 25:0, 0:0, 0:0, 
51, 06/23/15 20:25:46, 0:0, 18:2, 0:0, 
52, 06/23/15 20:49:39, 10:13, 0:0, 0:0, 
53, 06/23/15 21:23:28, 14:30, 0:0, 0:0, 
54, 06/23/15 22:04:30, 0:0, 12:46, 0:0, 
55, 06/24/15 01:32:37, 17:46, 22:35, 0:0, 
56, 06/24/15 02:35:30, 14:29, 0:0, 0:0, 
57, 06/24/15 05:05:09, 0:0, 9:0, 0:0, 
58, 06/24/15 05:23:13, 9:36, 13:12, 0:0, 
59, 06/24/15 09:39:27, 25:14, 0:0, 0:0, 
60, 06/24/15 11:18:37, 0:0, 15:0, 0:0, 
61, 06/24/15 12:38:28, 13:56, 0:0, 0:0, 
62, 06/24/15 14:24:38, 0:0, 10:5, 0:0, 
63, 06/24/15 16:19:46, 20:26, 0:0, 0:0, 
64, 06/24/15 16:59:49, 16:28, 0:0, 0:0, 
65, 06/24/15 19:21:12, 0:0, 11:14, 0:0, 
66, 06/24/15 19:59:55, 0:0, 15:0, 0:0, 
67, 06/24/15 21:30:00, 10:0, 0:0, 0:0, 
68, 06/24/15 22:26:41, 0:0, 18:19, 0:0, 
69, 06/24/15 23:06:03, 16:11, 0:0, 0:0, 
70, 06/24/15 23:48:10, 0:0, 12:6, 0:0, 
71, 06/25/15 01:47:01, 21:42, 0:0, 0:0, 
72, 06/25/15 02:12:19, 0:0, 14:12, 0:0, 
73, 06/25/15 05:16:07, 30:41, 26:55, 0:0, 
74, 06/25/15 10:11:20, 22:46, 0:0, 0:0, 
75, 06/25/15 10:43:24, 0:0, 11:20, 0:0, 
76, 06/25/15 14:35:00, 12:0, 0:0, 0:0, 
77, 06/25/15 15:35:56, 0:0, 9:51, 0:0, 
78, 06/25/15 16:44:41, 25:0, 0:0, 0:0, 
79, 06/25/15 17:42:44, 0:0, 20:0, 0:0, 
80, 06/25/15 20:04:17, 17:8, 0:0, 0:0, 
81, 06/25/15 22:32:00, 0:0, 15:0, 0:0, 
82, 06/26/15 01:36:16, 20:9, 0:0, 0:0, 
83, 06/26/15 02:03:59, 0:0, 39:18, 0:0, 
84, 06/26/15 05:53:26, 0:0, 31:16, 0:0, 
85, 06/26/15 08:29:27, 25:58, 0:0, 0:0, 
86, 06/26/15 10:14:13, 0:0, 20:0, 0:0, 
87, 06/26/15 13:49:14, 26:32, 0:0, 0:0, 
88, 06/26/15 14:48:48, 16:0, 20:0, 0:0, 
89, 06/26/15 17:24:52, 0:0, 19:5, 0:0, 
90, 06/26/15 18:52:35, 12:26, 0:0, 0:0, 
91, 06/26/15 19:59:56, 17:8, 0:0, 0:0, 
92, 06/26/15 20:48:28, 0:0, 9:50, 0:0, 
93, 06/26/15 23:22:54, 15:0, 0:0, 0:0, 
94, 06/27/15 03:11:25, 0:0, 13:31, 0:0, 
95, 06/27/15 05:13:19, 23:4, 0:0, 0:0, 
96, 06/27/15 07:28:25, 0:0, 24:20, 0:0, 
97, 06/27/15 08:38:30, 0:0, 22:0, 0:0, 
98, 06/27/15 09:40:52, 16:8, 0:0, 0:0, 
99, 06/27/15 10:13:21, 0:0, 18:33, 0:0, 
100, 06/27/15 12:30:16, 14:12, 0:0, 0:0, 
101, 06/27/15 12:54:25, 20:0, 0:0, 0:0, 
102, 06/27/15 15:22:30, 0:0, 18:59, 0:0, 
103, 06/27/15 17:39:23, 8:53, 0:0, 0:0, 
104, 06/27/15 18:15:52, 17:19, 0:0, 0:0, 
105, 06/27/15 19:15:00, 0:0, 15:0, 0:0, 
106, 06/27/15 20:20:48, 16:1, 0:0, 0:0, 
107, 06/27/15 21:03:59, 0:0, 15:0, 0:0, 
108, 06/27/15 22:06:54, 15:0, 0:0, 0:0, 
109, 06/28/15 00:10:54, 0:0, 29:37, 0:0, 
110, 06/28/15 00:56:51, 15:0, 0:0, 0:0, 
111, 06/28/15 01:44:32, 0:0, 8:27, 0:0, 
112, 06/28/15 04:44:50, 18:50, 0:0, 0:0, 
113, 06/28/15 05:25:07, 0:0, 9:5, 0:0, 
114, 06/28/15 06:25:06, 10:36, 0:0, 0:0, 
115, 06/28/15 08:23:50, 13:53, 0:0, 0:0, 
116, 06/28/15 08:53:15, 0:0, 11:5, 0:0, 
117, 06/28/15 11:17:27, 0:0, 20:48, 0:0, 
118, 06/28/15 14:03:51, 18:59, 0:0, 0:0, 
119, 06/28/15 15:10:31, 0:0, 18:52, 0:0, 
120, 06/28/15 15:47:35, 10:34, 0:0, 0:0, 
121, 06/28/15 16:35:36, 0:0, 10:20, 0:0, 
122, 06/28/15 19:03:50, 54:3, 0:0, 0:0, 
123, 06/28/15 20:21:59, 0:0, 15:0, 0:0, 
124, 06/28/15 22:48:44, 0:0, 10:7, 0:0, 
125, 06/28/15 23:41:22, 17:27, 0:0, 0:0, 
126, 06/29/15 00:07:37, 2:34, 0:0, 0:0, 
127, 06/29/15 01:33:20, 9:27, 32:20, 0:0, 
128, 06/29/15 02:55:24, 12:19, 0:0, 0:0, 
129, 06/29/15 03:46:32, 0:0, 36:8, 0:0, 
130, 06/29/15 05:27:56, 37:0, 0:0, 0:0, 
131, 06/29/15 09:43:09, 20:45, 0:0, 0:0, 
132, 06/29/15 10:28:31, 0:0, 11:9, 0:0, 
133, 06/29/15 13:37:39, 15:58, 0:0, 0:0, 
134, 06/29/15 15:19:53, 0:0, 24:7, 0:0, 
135, 06/29/15 16:55:32, 19:19, 0:0, 0:0, 
136, 06/29/15 18:57:50, 0:0, 12:50, 0:0, 
137, 06/29/15 19:11:56, 14:0, 0:0, 0:0, 
138, 06/29/15 19:51:23, 0:0, 9:43, 0:0, 
139, 06/29/15 21:21:54, 13:44, 0:0, 0:0, 
140, 06/29/15 21:54:36, 18:55, 0:0, 0:0, 
141, 06/29/15 22:45:58, 0:0, 8:39, 0:0, 
142, 06/29/15 23:33:16, 13:33, 0:0, 0:0, 
143, 06/30/15 00:11:35, 0:0, 10:0, 0:0, 
144, 06/30/15 02:27:29, 19:49, 7:26, 0:0, 
145, 06/30/15 05:50:46, 0:0, 12:3, 0:0, 
146, 06/30/15 06:08:27, 10:10, 0:0, 0:0, 
147, 06/30/15 06:47:02, 7:31, 0:0, 0:0, 
148, 06/30/15 09:32:18, 0:0, 27:24, 0:0, 
149, 06/30/15 12:21:20, 26:11, 0:0, 0:0, 
150, 06/30/15 13:49:42, 0:0, 8:42, 0:0, 
151, 06/30/15 15:15:00, 20:0, 0:0, 0:0, 
152, 06/30/15 17:20:28, 0:0, 30:10, 0:0, 
153, 06/30/15 19:01:24, 13:30, 0:0, 0:0, 
154, 06/30/15 21:49:03, 0:0, 22:24, 0:0, 
155, 06/30/15 22:38:16, 9:23, 0:0, 0:0, 
156, 06/30/15 23:39:38, 16:10, 0:0, 0:0, 
157, 07/01/15 00:03:43, 0:0, 6:8, 0:0, 
158, 07/01/15 00:22:25, 0:0, 30:56, 0:0, 
159, 07/01/15 03:39:18, 13:0, 25:0, 0:0, 
160, 07/01/15 07:41:24, 0:0, 25:22, 0:0, 
161, 07/01/15 10:55:52, 20:2, 0:0, 0:0, 
162, 07/01/15 12:32:53, 17:24, 0:0, 0:0, 
163, 07/01/15 12:55:51, 0:0, 7:4, 0:0, 
164, 07/01/15 14:26:45, 0:0, 15:0, 0:0, 
165, 07/01/15 18:32:31, 16:50, 0:0, 0:0, 
166, 07/01/15 19:29:27, 0:0, 15:55, 0:0, 
167, 07/01/15 22:51:03, 29:0, 0:0, 0:0, 
168, 07/01/15 23:35:24, 0:0, 39:48, 0:0, 
169, 07/02/15 01:04:44, 0:0, 15:0, 0:0, 
170, 07/02/15 01:06:36, 10:20, 0:0, 0:0, 
171, 07/02/15 02:21:11, 0:0, 18:34, 0:0, 
172, 07/02/15 05:38:11, 15:56, 0:0, 0:0, 
173, 07/02/15 07:49:57, 0:0, 11:26, 0:0, 
174, 07/02/15 08:18:17, 0:0, 10:9, 0:0, 
175, 07/02/15 10:22:16, 10:0, 0:0, 0:0, 
176, 07/02/15 11:42:15, 10:0, 0:0, 0:0, 
177, 07/02/15 12:07:42, 0:0, 10:0, 0:0, 
178, 07/02/15 13:30:12, 18:0, 0:0, 0:0, 
179, 07/02/15 14:59:16, 0:0, 16:4, 0:0, 
180, 07/02/15 18:41:44, 13:2, 0:0, 0:0, 
181, 07/02/15 19:31:15, 0:0, 10:43, 0:0, 
182, 07/02/15 19:50:24, 0:0, 13:5, 0:0, 
183, 07/02/15 20:30:17, 20:41, 0:0, 0:0, 
184, 07/02/15 21:22:24, 0:0, 18:38, 0:0, 
185, 07/03/15 00:20:44, 34:0, 10:0, 0:0, 
186, 07/03/15 02:49:01, 0:0, 28:25, 0:0, 
187, 07/03/15 04:47:02, 12:40, 0:0, 0:0, 
188, 07/03/15 06:25:25, 0:0, 19:46, 0:0, 
189, 07/03/15 07:33:45, 124:56, 0:0, 0:0, 
190, 07/03/15 09:38:43, 32:30, 0:0, 0:0, 
191, 07/03/15 10:50:07, 0:0, 9:44, 0:0, 
192, 07/03/15 11:34:08, 16:36, 0:0, 0:0, 
193, 07/03/15 13:21:26, 0:0, 15:33, 0:0, 
194, 07/03/15 14:36:36, 20:0, 0:0, 0:0, 
195, 07/03/15 16:23:39, 0:0, 22:30, 0:0, 
196, 07/03/15 17:17:37, 13:34, 0:0, 0:0, 
197, 07/03/15 19:36:24, 15:0, 0:0, 0:0, 
198, 07/03/15 22:04:29, 0:0, 24:43, 0:0, 
199, 07/03/15 23:49:33, 20:0, 10:0, 0:0, 
200, 07/04/15 03:54:50, 19:22, 7:13, 0:0, 
201, 07/04/15 06:38:08, 0:0, 23:12, 0:0, 
202, 07/04/15 09:03:50, 7:59, 0:0, 0:0, 
203, 07/04/15 10:28:44, 0:0, 24:30, 0:0, 
204, 07/04/15 11:27:47, 10:27, 0:0, 0:0, 
205, 07/04/15 13:43:55, 0:0, 16:35, 0:0, 
206, 07/04/15 14:06:05, 8:42, 0:0, 0:0, 
207, 07/04/15 18:05:31, 0:0, 37:17, 0:0, 
208, 07/04/15 18:57:28, 35:49, 0:0, 0:0, 
209, 07/04/15 20:14:02, 0:0, 11:46, 0:0, 
210, 07/04/15 21:49:42, 7:57, 0:0, 0:0, 
211, 07/04/15 22:17:16, 6:0, 3:0, 0:0, 
212, 07/04/15 22:35:49, 0:0, 6:39, 0:0, 
213, 07/04/15 23:58:25, 11:15, 22:7, 0:0, 
214, 07/05/15 04:04:40, 15:0, 5:0, 0:0, 
215, 07/05/15 06:49:46, 7:0, 11:0, 0:0, 
216, 07/05/15 10:12:33, 25:50, 0:0, 0:0, 
217, 07/05/15 11:55:50, 0:0, 19:19, 0:0, 
218, 07/05/15 12:37:07, 8:0, 0:0, 0:0, 
219, 07/05/15 13:20:04, 10:0, 0:0, 0:0, 
220, 07/05/15 14:57:14, 0:0, 11:6, 0:0, 
221, 07/05/15 15:34:24, 15:0, 0:0, 0:0, 
222, 07/05/15 19:15:26, 0:0, 12:1, 0:0, 
223, 07/05/15 20:08:11, 0:0, 18:10, 0:0, 
224, 07/05/15 20:29:40, 11:15, 0:0, 0:0, 
225, 07/05/15 21:28:50, 15:42, 0:0, 0:0, 
226, 07/05/15 22:29:20, 0:0, 11:35, 0:0, 
227, 07/05/15 22:59:34, 15:0, 0:0, 0:0, 
228, 07/05/15 23:53:58, 3:21, 0:0, 0:0, 
229, 07/06/15 00:52:28, 12:6, 26:33, 0:0, 
230, 07/06/15 04:25:03, 21:33, 1:23, 0:0, 
231, 07/06/15 08:11:13, 0:0, 16:44, 0:0, 
232, 07/06/15 12:29:45, 11:45, 0:0, 0:0, 
233, 07/06/15 13:02:18, 0:0, 15:0, 0:0, 
234, 07/06/15 14:04:00, 0:0, 4:26, 0:0, 
235, 07/06/15 15:25:50, 7:51, 0:0, 0:0, 
236, 07/06/15 16:17:27, 10:0, 0:0, 0:0, 
237, 07/06/15 16:51:16, 0:0, 17:49, 0:0, 
238, 07/06/15 19:27:30, 24:50, 0:0, 0:0, 
239, 07/06/15 19:58:28, 0:0, 15:0, 0:0, 
240, 07/06/15 21:24:15, 33:32, 0:0, 0:0, 
241, 07/06/15 23:28:22, 0:0, 0:2, 0:0, 
242, 07/06/15 23:51:54, 20:4, 7:21, 0:0, 
243, 07/07/15 01:42:38, 0:0, 20:0, 0:0, 
244, 07/07/15 05:17:24, 18:32, 47:59, 0:0, 
245, 07/07/15 10:29:28, 18:19, 0:0, 0:0, 
246, 07/07/15 12:07:30, 0:0, 67:4, 0:0, 
247, 07/07/15 13:58:29, 25:45, 0:0, 0:0, 
248, 07/07/15 15:53:12, 0:0, 16:5, 0:0, 
249, 07/07/15 17:01:21, 5:0, 0:0, 0:0, 
250, 07/07/15 17:33:33, 0:0, 15:0, 0:0, 
251, 07/07/15 20:30:48, 20:0, 15:0, 0:0, 
252, 07/07/15 22:57:09, 16:35, 0:0, 0:0, 
253, 07/07/15 23:45:35, 0:0, 12:13, 0:0, 
254, 07/08/15 01:46:32, 15:20, 0:0, 0:0, 
255, 07/08/15 03:52:56, 5:44, 15:35, 0:0, 
256, 07/08/15 07:17:00, 15:0, 0:0, 0:0, 
257, 07/08/15 09:22:24, 0:0, 15:26, 0:0, 
258, 07/08/15 11:07:34, 15:0, 0:0, 0:0, 
259, 07/08/15 12:47:15, 0:0, 23:23, 0:0, 
260, 07/08/15 14:19:48, 20:0, 0:0, 0:0, 
261, 07/08/15 15:57:19, 0:0, 15:47, 0:0, 
262, 07/08/15 16:55:17, 15:0, 0:0, 0:0, 
263, 07/08/15 18:53:35, 0:0, 19:24, 0:0, 
264, 07/08/15 19:56:16, 20:0, 0:0, 0:0, 
265, 07/08/15 20:48:25, 13:52, 13:35, 0:0, 
266, 07/08/15 21:32:38, 18:53, 0:0, 0:0, 
267, 07/08/15 23:38:00, 0:0, 15:0, 0:0, 
268, 07/09/15 00:38:00, 15:0, 0:0, 0:0, 
269, 07/09/15 01:38:50, 0:0, 14:3, 0:0, 
270, 07/09/15 02:23:24, 15:0, 0:0, 0:0, 
271, 07/09/15 03:05:36, 0:0, 18:10, 0:0, 
272, 07/09/15 03:27:00, 15:0, 0:0, 0:0, 
273, 07/09/15 08:52:32, 0:0, 10:5, 0:0, 
274, 07/09/15 10:23:46, 11:18, 0:0, 0:0, 
275, 07/09/15 13:47:45, 0:0, 33:49, 0:0, 
276, 07/09/15 14:50:58, 6:51, 0:0, 0:0, 
277, 07/09/15 16:14:59, 31:32, 4:59, 0:0, 
278, 07/09/15 18:20:19, 0:0, 11:52, 0:0, 
279, 07/09/15 19:16:11, 0:0, 9:27, 0:0, 
280, 07/09/15 20:17:12, 15:0, 0:0, 0:0, 
281, 07/09/15 22:17:08, 0:0, 15:15, 0:0, 
282, 07/09/15 23:04:18, 15:0, 0:0, 0:0, 
283, 07/10/15 00:06:43, 9:37, 0:0, 0:0, 
284, 07/10/15 01:13:19, 20:0, 20:0, 0:0, 
285, 07/10/15 03:03:17, 12:24, 0:0, 0:0, 
286, 07/10/15 03:42:41, 0:0, 9:7, 0:0, 
287, 07/10/15 04:00:09, 0:0, 10:0, 0:0, 
288, 07/10/15 04:18:23, 5:0, 0:0, 0:0, 
289, 07/10/15 04:59:59, 0:0, 5:0, 0:0, 
290, 07/10/15 05:25:10, 0:0, 13:52, 0:0, 
291, 07/10/15 08:57:58, 12:24, 0:0, 0:0, 
292, 07/10/15 09:19:47, 15:0, 0:0, 0:0, 
293, 07/10/15 11:34:35, 0:0, 15:9, 0:0, 
294, 07/10/15 12:45:58, 12:8, 0:0, 0:0, 
295, 07/10/15 13:14:31, 0:0, 15:0, 0:0, 
296, 07/10/15 14:28:49, 15:0, 0:0, 0:0, 
297, 07/10/15 16:04:44, 15:0, 0:0, 0:0, 
298, 07/10/15 17:19:47, 0:0, 14:54, 0:0, 
299, 07/10/15 18:30:00, 15:0, 0:0, 0:0, 
300, 07/10/15 20:00:54, 0:0, 13:49, 0:0, 
301, 07/10/15 22:43:01, 21:25, 0:0, 0:0, 
302, 07/11/15 01:08:22, 0:0, 15:0, 0:0, 
303, 07/11/15 02:41:00, 0:0, 0:0, Bottle-Pump, 1.5oz
304, 07/11/15 02:50:00, 0:0, 15:0, 0:0, 
305, 07/11/15 05:08:46, 22:11, 0:0, 0:0, 
306, 07/11/15 05:54:31, 23:6, 0:0, 0:0, 
307, 07/11/15 06:40:45, 0:0, 10:30, 0:0, 
308, 07/11/15 10:00:36, 11:31, 9:23, 0:0, 
309, 07/11/15 12:53:41, 0:0, 8:37, 0:0, 
310, 07/11/15 14:20:27, 10:0, 0:0, 0:0, 
311, 07/11/15 16:11:08, 0:0, 10:26, 0:0, 
312, 07/11/15 16:37:37, 0:0, 5:35, 0:0, 
313, 07/11/15 17:55:20, 11:10, 0:0, 0:0, 
314, 07/11/15 19:30:35, 0:0, 15:32, 0:0, 
315, 07/11/15 21:41:54, 23:34, 0:0, 0:0, 
316, 07/11/15 23:36:40, 15:0, 23:0, 0:0, 
317, 07/12/15 01:56:56, 15:0, 0:0, 0:0, 
318, 07/12/15 04:33:50, 0:0, 43:5, 0:0, 
319, 07/12/15 06:54:49, 117:2, 0:0, 0:0, 
320, 07/12/15 08:56:04, 6:50, 14:15, 0:0, 
321, 07/12/15 09:46:46, 8:25, 0:0, 0:0, 
322, 07/12/15 12:40:48, 12:32, 0:0, 0:0, 
323, 07/12/15 15:02:45, 0:0, 14:31, 0:0, 
324, 07/12/15 16:20:15, 10:0, 0:0, 0:0, 
325, 07/12/15 17:30:29, 0:0, 15:49, 0:0, 
326, 07/12/15 20:14:45, 25:59, 0:0, 0:0, 
327, 07/12/15 20:44:02, 0:0, 12:3, 0:0, 
328, 07/12/15 21:30:27, 15:0, 0:0, 0:0, 
329, 07/12/15 22:44:56, 0:0, 8:5, 0:0, 
330, 07/12/15 23:21:34, 0:0, 9:6, 0:0, 
331, 07/12/15 23:43:20, 16:11, 0:0, 0:0, 
332, 07/13/15 01:21:31, 0:0, 21:18, 0:0, 
333, 07/13/15 02:07:54, 7:22, 0:0, 0:0, 
334, 07/13/15 03:45:16, 16:9, 0:0, 0:0, 
335, 07/13/15 07:39:41, 5:33, 13:25, 0:0, 
336, 07/13/15 10:13:07, 36:7, 0:0, 0:0, 
337, 07/13/15 11:02:23, 0:0, 10:32, 0:0, 
338, 07/13/15 12:38:31, 0:0, 47:38, 0:0, 
339, 07/13/15 13:33:18, 20:0, 0:0, 0:0, 
340, 07/13/15 14:10:48, 15:0, 0:0, 0:0, 
341, 07/13/15 16:02:33, 0:0, 14:5, 0:0, 
342, 07/13/15 18:37:34, 12:8, 0:0, 0:0, 
343, 07/13/15 19:41:28, 0:0, 10:42, 0:0, 
344, 07/13/15 21:00:46, 15:51, 0:0, 0:0, 
345, 07/13/15 22:37:19, 0:0, 32:46, 0:0, 
346, 07/14/15 00:10:57, 15:0, 0:0, 0:0, 
347, 07/14/15 01:09:46, 0:0, 25:0, 0:0, 
348, 07/14/15 03:11:53, 19:49, 0:0, 0:0, 
349, 07/14/15 05:06:02, 0:0, 15:0, 0:0, 
350, 07/14/15 06:51:56, 15:0, 0:0, 0:0, 
351, 07/14/15 09:13:19, 0:0, 18:55, 0:0, 
352, 07/14/15 11:44:01, 15:0, 0:0, 0:0, 
353, 07/14/15 13:02:41, 0:0, 15:0, 0:0, 
354, 07/14/15 15:40:01, 17:0, 10:0, 0:0, 
355, 07/14/15 18:14:39, 0:0, 10:0, 0:0, 
356, 07/14/15 18:53:12, 13:29, 0:0, 0:0, 
357, 07/14/15 20:11:44, 0:0, 15:0, 0:0, 
358, 07/14/15 20:46:51, 10:0, 0:0, 0:0, 
359, 07/14/15 21:36:27, 0:0, 10:0, 0:0, 
360, 07/14/15 22:23:39, 21:32, 0:0, 0:0, 
361, 07/15/15 00:04:31, 10:0, 18:0, 0:0, 
362, 07/15/15 03:00:17, 15:53, 14:50, 0:0, 
363, 07/15/15 05:54:51, 11:32, 12:1, 0:0, 
364, 07/15/15 08:11:11, 10:3, 6:20, 0:0, 
365, 07/15/15 09:09:53, 165:59, 0:0, 0:0, 
366, 07/15/15 11:55:53, 0:0, 43:29, 0:0, 
367, 07/15/15 13:48:06, 4:56, 0:0, 0:0, 
368, 07/15/15 15:19:02, 14:53, 0:0, 0:0, 
369, 07/15/15 16:48:41, 0:0, 13:16, 0:0, 
370, 07/15/15 18:51:27, 12:27, 0:0, 0:0, 
371, 07/15/15 21:03:55, 0:0, 15:0, 0:0, 
372, 07/15/15 22:12:28, 25:33, 0:0, 0:0, 
373, 07/15/15 23:39:24, 10:0, 19:0, 0:0, 
374, 07/16/15 00:50:45, 10:0, 0:0, 0:0, 
375, 07/16/15 01:08:21, 0:0, 7:42, 0:0, 
376, 07/16/15 03:22:46, 14:10, 0:0, 0:0, 
377, 07/16/15 07:27:55, 15:0, 0:0, 0:0, 
378, 07/16/15 09:18:56, 0:0, 15:0, 0:0, 
379, 07/16/15 10:40:24, 0:0, 15:0, 0:0, 
380, 07/16/15 11:14:34, 13:1, 0:0, 0:0, 
381, 07/16/15 14:00:45, 0:0, 13:47, 0:0, 
382, 07/16/15 14:40:35, 10:0, 0:0, 0:0, 
383, 07/16/15 15:33:50, 9:27, 6:49, 0:0, 
384, 07/16/15 16:44:45, 0:0, 15:0, 0:0, 
385, 07/16/15 17:27:38, 15:0, 0:0, 0:0, 
386, 07/16/15 20:04:04, 0:0, 29:16, 0:0, 
387, 07/16/15 21:08:20, 15:0, 0:0, 0:0, 
388, 07/16/15 23:12:22, 0:0, 8:19, 0:0, 
389, 07/17/15 00:22:30, 15:0, 0:0, 0:0, 
390, 07/17/15 03:45:04, 0:0, 13:30, 0:0, 
391, 07/17/15 04:05:13, 9:19, 0:0, 0:0, 
392, 07/17/15 07:46:15, 15:59, 0:0, 0:0, 
393, 07/17/15 08:17:10, 0:0, 9:45, 0:0, 
394, 07/17/15 09:15:48, 0:0, 6:58, 0:0, 
395, 07/17/15 10:56:54, 48:37, 0:0, 0:0, 
396, 07/17/15 11:45:42, 0:0, 8:16, 0:0, 
397, 07/17/15 14:03:25, 16:0, 15:0, 0:0, 
398, 07/17/15 16:25:41, 0:0, 15:0, 0:0, 
399, 07/17/15 19:46:20, 0:0, 16:8, 0:0, 
400, 07/17/15 20:41:47, 11:13, 16:26, 0:0, 
401, 07/17/15 22:44:31, 15:0, 0:0, 0:0, 
402, 07/18/15 00:18:36, 15:0, 21:0, 0:0, 
403, 07/18/15 02:22:01, 0:0, 15:0, 0:0, 
404, 07/18/15 05:22:43, 10:0, 10:0, 0:0, 
405, 07/18/15 08:58:00, 13:10, 19:51, 0:0, 
406, 07/18/15 11:58:05, 136:5, 0:0, 0:0, 
407, 07/18/15 14:23:37, 9:0, 15:0, 0:0, 
408, 07/18/15 15:44:46, 5:20, 8:0, 0:0, 
409, 07/18/15 18:48:13, 10:26, 0:0, 0:0, 
410, 07/18/15 20:38:10, 0:0, 13:48, 0:0, 
411, 07/18/15 22:31:26, 16:9, 0:0, 0:0, 
412, 07/19/15 00:22:11, 0:0, 13:33, 0:0, 
413, 07/19/15 04:17:47, 17:41, 0:0, 0:0, 
414, 07/19/15 06:37:26, 0:0, 69:47, 0:0, 
415, 07/19/15 07:55:06, 7:57, 0:0, 0:0, 
416, 07/19/15 10:15:10, 0:0, 20:45, 0:0, 
417, 07/19/15 11:07:35, 15:0, 0:0, 0:0, 
418, 07/19/15 13:04:10, 0:0, 15:0, 0:0, 
419, 07/19/15 14:30:43, 10:49, 0:0, 0:0, 
420, 07/19/15 16:37:55, 0:0, 15:0, 0:0, 
421, 07/19/15 17:52:01, 68:42, 0:0, 0:0, 
422, 07/19/15 19:01:33, 0:0, 22:34, 0:0, 
423, 07/19/15 21:33:55, 16:29, 0:0, 0:0, 
424, 07/19/15 22:00:18, 4:25, 7:12, 0:0, 
425, 07/19/15 23:21:09, 0:0, 19:47, 0:0, 
426, 07/20/15 01:03:08, 18:53, 5:28, 0:0, 
427, 07/20/15 02:05:45, 10:31, 7:44, 0:0, 
428, 07/20/15 03:23:07, 22:22, 0:0, 0:0, 
429, 07/20/15 03:57:54, 20:0, 11:0, 0:0, 
430, 07/20/15 08:31:41, 16:30, 0:0, 0:0, 
431, 07/20/15 10:09:01, 0:0, 14:36, 0:0, 
432, 07/20/15 12:45:47, 0:0, 23:28, 0:0, 
433, 07/20/15 14:08:41, 60:48, 0:0, 0:0, 
434, 07/20/15 15:09:30, 0:0, 6:38, 0:0, 
435, 07/20/15 18:00:00, 20:0, 0:0, 0:0, 
